id,n_of_groups,gym,health,food,active,unhealthy,no_group,gym_time,health_time,active_time,food_time,unhealthy_time
1910,5.0,False,False,True,False,False,False,-1,-1,8,-1,-1
1911,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1912,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1913,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1914,5.0,False,False,True,True,False,False,-1,-1,10,10,-1
1915,5.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1916,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1917,6.0,False,False,True,False,True,False,-1,-1,9,-1,14
1918,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1919,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1920,3.0,False,False,True,False,False,False,-1,-1,12,-1,-1
1921,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1922,7.0,True,False,False,True,False,False,11,-1,-1,10,-1
1923,4.0,True,True,False,False,False,False,12,12,-1,-1,-1
1924,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1925,6.0,False,True,True,False,False,False,-1,11,10,-1,-1
1926,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1927,6.0,True,False,False,True,False,False,10,-1,-1,11,-1
1928,6.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1929,8.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1930,3.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1931,6.0,False,True,True,False,False,False,-1,8,9,-1,-1
1932,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1933,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1934,7.0,False,False,True,True,True,False,-1,-1,9,10,9
1935,5.0,False,False,True,True,False,False,-1,-1,8,11,-1
1936,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1937,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1938,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1939,1.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1940,5.0,True,False,True,False,False,False,11,-1,11,-1,-1
1941,5.0,True,True,False,False,False,False,10,13,-1,-1,-1
1942,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1943,3.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1944,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1945,5.0,True,False,False,True,False,False,11,-1,-1,9,-1
1946,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1947,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1948,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1949,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1950,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1951,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1952,8.0,False,False,True,True,True,False,-1,-1,11,10,10
1953,7.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1954,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1955,4.0,False,False,True,True,False,False,-1,-1,10,10,-1
1956,4.0,True,False,False,False,False,False,10,-1,-1,-1,-1
1957,4.0,True,False,False,True,False,False,13,-1,-1,12,-1
1958,4.0,False,False,True,False,True,False,-1,-1,9,-1,9
1959,2.0,False,False,True,False,False,False,-1,-1,9,-1,-1
1960,6.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1961,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1962,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1963,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1964,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1965,5.0,False,True,True,True,False,False,-1,11,13,11,-1
1966,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1967,7.0,False,True,True,False,False,False,-1,12,10,-1,-1
1968,4.0,False,True,True,False,False,False,-1,10,11,-1,-1
1969,2.0,False,False,True,False,False,False,-1,-1,9,-1,-1
1970,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1971,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1972,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1973,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1974,2.0,False,False,True,True,False,False,-1,-1,13,10,-1
1975,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1976,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
1977,6.0,True,True,True,False,True,False,11,9,9,-1,9
1978,6.0,True,True,False,False,False,False,11,10,-1,-1,-1
1979,7.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1980,4.0,True,True,False,False,False,False,12,11,-1,-1,-1
1981,7.0,True,False,False,False,False,False,10,-1,-1,-1,-1
1982,6.0,True,True,False,True,False,False,11,10,-1,10,-1
1983,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1984,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1985,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1986,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1987,0.0,,,,,,True,-1,-1,-1,-1,-1
1988,3.0,False,True,False,True,False,False,-1,12,-1,11,-1
1989,6.0,False,True,False,True,False,False,-1,11,-1,10,-1
1990,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1991,6.0,True,True,False,False,False,False,12,12,-1,-1,-1
1992,7.0,True,True,False,False,False,False,9,9,-1,-1,-1
1993,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1994,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1995,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1996,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1997,0.0,,,,,,True,-1,-1,-1,-1,-1
1998,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1999,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2000,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2001,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2002,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2003,5.0,True,False,False,False,False,False,11,-1,-1,-1,-1
2004,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2005,6.0,True,False,True,False,False,False,12,-1,10,-1,-1
2006,5.0,True,False,True,True,False,False,9,-1,12,11,-1
2007,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2008,5.0,True,True,True,True,False,False,11,11,9,12,-1
2009,6.0,True,False,False,False,False,False,10,-1,-1,-1,-1
2010,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2011,6.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2012,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2013,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2014,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2015,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2016,3.0,False,True,False,True,False,False,-1,9,-1,8,-1
2017,6.0,True,True,True,False,False,False,9,11,9,-1,-1
2018,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2019,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2020,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2021,0.0,,,,,,True,-1,-1,-1,-1,-1
2022,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
2023,5.0,True,False,True,False,False,False,10,-1,11,-1,-1
2024,5.0,False,True,False,True,False,False,-1,12,-1,10,-1
2025,6.0,True,False,True,True,False,False,9,-1,11,9,-1
2026,5.0,False,True,False,True,False,False,-1,10,-1,11,-1
2027,5.0,False,False,False,True,False,False,-1,-1,-1,13,-1
2028,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2029,3.0,True,False,False,False,False,False,10,-1,-1,-1,-1
2030,9.0,False,True,False,True,False,False,-1,11,-1,9,-1
2031,8.0,False,False,False,True,False,False,-1,-1,-1,7,-1
2032,2.0,False,False,False,True,False,False,-1,-1,-1,13,-1
2033,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2034,0.0,,,,,,True,-1,-1,-1,-1,-1
2035,5.0,False,True,True,False,True,False,-1,9,7,-1,7
2036,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2037,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2038,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2039,7.0,True,False,False,True,False,False,12,-1,-1,12,-1
2040,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2041,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2042,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2043,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2044,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2045,4.0,False,True,False,True,False,False,-1,11,-1,9,-1
2046,7.0,True,True,False,True,False,False,11,11,-1,12,-1
2047,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2048,6.0,True,False,False,True,False,False,12,-1,-1,10,-1
2049,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2050,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2051,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2052,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2053,4.0,False,False,True,True,True,False,-1,-1,10,11,9
2054,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2055,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2056,4.0,False,True,False,False,False,False,-1,10,-1,-1,-1
2057,5.0,True,False,True,False,True,False,12,-1,11,-1,11
2058,6.0,False,True,False,True,False,False,-1,10,-1,11,-1
2059,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2060,6.0,True,False,False,True,False,False,13,-1,-1,11,-1
2061,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2062,10.0,True,True,False,True,False,False,9,10,-1,11,-1
2063,4.0,False,False,True,False,True,False,-1,-1,10,-1,13
2064,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2065,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2066,7.0,False,True,False,True,False,False,-1,14,-1,11,-1
2067,6.0,True,True,False,True,False,False,13,13,-1,12,-1
2068,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2069,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
2070,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2071,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2072,9.0,True,True,False,False,False,False,10,11,-1,-1,-1
2073,5.0,False,True,False,True,False,False,-1,13,-1,10,-1
2074,3.0,False,False,False,True,False,False,-1,-1,-1,14,-1
2075,6.0,True,True,False,False,False,False,12,12,-1,-1,-1
2076,8.0,True,False,False,True,False,False,10,-1,-1,10,-1
2077,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2078,4.0,False,False,True,False,False,False,-1,-1,13,-1,-1
2079,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2080,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2081,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2082,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2083,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2084,2.0,False,True,False,False,False,False,-1,9,-1,-1,-1
2085,4.0,True,False,False,False,False,False,13,-1,-1,-1,-1
2086,6.0,True,True,False,True,False,False,10,9,-1,11,-1
2087,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2088,5.0,False,True,False,True,False,False,-1,11,-1,11,-1
2089,6.0,False,False,True,False,True,False,-1,-1,11,-1,11
2090,1.0,False,False,False,False,True,False,-1,-1,-1,-1,11
2091,6.0,True,False,False,True,False,False,10,-1,-1,12,-1
2092,7.0,True,True,False,True,False,False,12,10,-1,13,-1
2093,3.0,False,True,False,False,True,False,-1,11,-1,-1,11
2094,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2095,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2096,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2097,8.0,True,True,False,True,False,False,7,10,-1,11,-1
2098,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2099,4.0,False,False,True,False,True,False,-1,-1,13,-1,13
2100,3.0,False,False,False,True,False,False,-1,-1,-1,8,-1
2101,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2102,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2103,4.0,False,False,True,True,False,False,-1,-1,10,9,-1
2104,4.0,True,True,False,False,False,False,15,11,-1,-1,-1
2105,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2106,2.0,True,True,False,False,False,False,10,11,-1,-1,-1
2107,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2108,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2109,5.0,False,True,False,True,False,False,-1,11,-1,12,-1
2110,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
2111,3.0,False,False,True,True,False,False,-1,-1,12,10,-1
2112,5.0,True,True,False,False,False,False,11,11,-1,-1,-1
2113,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2114,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2115,5.0,False,False,True,False,True,False,-1,-1,13,-1,13
2116,3.0,False,True,False,False,False,False,-1,11,-1,-1,-1
2117,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2118,6.0,False,False,True,True,False,False,-1,-1,10,8,-1
2119,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2120,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2121,3.0,True,False,False,True,False,False,9,-1,-1,11,-1
2122,6.0,False,False,True,False,True,False,-1,-1,11,-1,11
2123,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2124,7.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2125,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2126,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2127,6.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2128,1.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2129,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2130,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2131,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2132,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2133,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2134,6.0,True,True,False,True,False,False,13,8,-1,13,-1
2135,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2136,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2137,5.0,False,True,True,False,False,False,-1,10,10,-1,-1
2138,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2139,7.0,True,True,True,False,False,False,13,12,10,-1,-1
2140,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2141,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2142,3.0,True,False,False,False,False,False,10,-1,-1,-1,-1
2143,7.0,False,True,False,False,False,False,-1,10,-1,-1,-1
2144,5.0,False,True,True,False,False,False,-1,10,10,-1,-1
2145,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2146,5.0,True,False,False,False,False,False,11,-1,-1,-1,-1
2147,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2148,5.0,False,True,False,True,False,False,-1,11,-1,8,-1
2149,2.0,False,True,False,False,False,False,-1,9,-1,-1,-1
2150,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2151,3.0,True,False,False,False,False,False,10,-1,-1,-1,-1
2152,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2153,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2154,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2155,7.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2156,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2157,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2158,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2159,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2160,3.0,True,False,False,False,False,False,10,-1,-1,-1,-1
2161,8.0,True,True,False,True,False,False,9,9,-1,12,-1
2162,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2163,1.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2164,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2165,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2166,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2167,3.0,True,False,False,False,False,False,10,-1,-1,-1,-1
2168,6.0,True,True,True,True,True,False,9,9,11,10,12
2169,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2170,4.0,False,False,True,False,False,False,-1,-1,13,-1,-1
2171,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2172,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2173,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2174,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
2175,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2176,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2177,6.0,False,False,False,True,True,False,-1,-1,-1,13,12
2178,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2179,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2180,2.0,False,False,False,True,False,False,-1,-1,-1,8,-1
2181,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2182,5.0,True,False,False,True,False,False,11,-1,-1,9,-1
2183,5.0,True,False,True,True,False,False,11,-1,11,11,-1
2184,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2185,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2186,4.0,False,True,False,True,False,False,-1,11,-1,13,-1
2187,6.0,True,False,False,True,False,False,11,-1,-1,10,-1
2188,7.0,False,False,True,False,False,False,-1,-1,10,-1,-1
2189,6.0,True,True,False,True,False,False,10,10,-1,12,-1
2190,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2191,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2192,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2193,3.0,False,False,True,True,False,False,-1,-1,12,9,-1
2194,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2195,5.0,False,False,True,False,False,False,-1,-1,10,-1,-1
2196,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2197,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2198,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2199,5.0,True,True,False,True,False,False,11,11,-1,10,-1
2200,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2201,4.0,False,False,True,False,False,False,-1,-1,10,-1,-1
2202,6.0,True,True,False,False,False,False,11,9,-1,-1,-1
2203,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2204,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
2205,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2206,2.0,False,False,False,True,False,False,-1,-1,-1,8,-1
2207,3.0,False,False,True,True,False,False,-1,-1,11,11,-1
2208,7.0,True,True,False,True,False,False,10,10,-1,8,-1
2209,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2210,4.0,False,False,True,True,False,False,-1,-1,11,11,-1
2211,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2212,8.0,False,True,True,False,False,False,-1,10,12,-1,-1
2213,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2214,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2215,7.0,True,False,False,False,False,False,11,-1,-1,-1,-1
2216,6.0,True,False,False,False,False,False,9,-1,-1,-1,-1
2217,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2218,7.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2219,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2220,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2221,4.0,False,True,False,False,False,False,-1,13,-1,-1,-1
2222,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2223,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2224,3.0,False,True,False,False,False,False,-1,13,-1,-1,-1
2225,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2226,5.0,False,False,True,True,True,False,-1,-1,11,9,11
2227,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2228,4.0,False,True,False,False,False,False,-1,10,-1,-1,-1
2229,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2230,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2231,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2232,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2233,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2234,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2235,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2236,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2237,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
2238,5.0,True,False,False,True,False,False,8,-1,-1,10,-1
2239,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2240,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2241,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2242,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2243,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2244,6.0,False,False,True,True,False,False,-1,-1,13,14,-1
2245,1.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2246,4.0,True,False,False,True,False,False,11,-1,-1,11,-1
2247,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2248,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2249,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2250,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2251,6.0,True,False,False,True,False,False,10,-1,-1,13,-1
2252,6.0,False,True,True,False,False,False,-1,11,9,-1,-1
2253,3.0,False,False,True,True,False,False,-1,-1,10,11,-1
2254,7.0,True,True,False,True,False,False,11,9,-1,11,-1
2255,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2256,5.0,False,False,False,True,False,False,-1,-1,-1,8,-1
2257,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2258,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2259,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2260,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2261,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2262,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2263,4.0,False,False,True,True,True,False,-1,-1,12,9,12
2264,6.0,False,True,False,False,False,False,-1,14,-1,-1,-1
2265,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
2266,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2267,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2268,0.0,,,,,,True,-1,-1,-1,-1,-1
2269,3.0,False,True,True,False,False,False,-1,10,9,-1,-1
2270,4.0,False,True,False,True,False,False,-1,9,-1,10,-1
2271,2.0,True,False,False,False,False,False,11,-1,-1,-1,-1
2272,5.0,False,False,True,False,False,False,-1,-1,12,-1,-1
2273,4.0,False,True,False,False,False,False,-1,9,-1,-1,-1
2274,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2275,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2276,4.0,True,False,False,False,False,False,14,-1,-1,-1,-1
2277,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2278,2.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2279,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2280,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2281,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2282,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2283,5.0,True,False,False,True,False,False,11,-1,-1,10,-1
2284,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2285,5.0,False,True,False,True,False,False,-1,13,-1,9,-1
2286,7.0,False,True,False,False,False,False,-1,13,-1,-1,-1
2287,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2288,4.0,False,False,True,False,True,False,-1,-1,9,-1,8
2289,5.0,True,True,True,True,False,False,10,10,10,13,-1
2290,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2291,2.0,True,False,False,False,False,False,13,-1,-1,-1,-1
2292,7.0,True,False,True,True,True,False,11,-1,9,11,9
2293,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2294,4.0,True,False,False,False,False,False,12,-1,-1,-1,-1
2295,8.0,True,True,False,False,False,False,10,7,-1,-1,-1
2296,5.0,False,False,False,True,False,False,-1,-1,-1,7,-1
2297,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2298,4.0,False,False,False,True,False,False,-1,-1,-1,8,-1
2299,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2300,5.0,True,False,False,True,False,False,10,-1,-1,9,-1
2301,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2302,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2303,7.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2304,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
2305,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2306,7.0,True,False,False,False,True,False,9,-1,-1,-1,12
2307,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2308,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2309,5.0,True,False,False,True,False,False,11,-1,-1,10,-1
2310,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2311,3.0,True,False,False,False,False,False,13,-1,-1,-1,-1
2312,5.0,False,True,False,True,False,False,-1,11,-1,12,-1
2313,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2314,7.0,True,False,False,True,False,False,9,-1,-1,10,-1
2315,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2316,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2317,6.0,False,True,False,False,False,False,-1,10,-1,-1,-1
2318,2.0,False,False,False,True,False,False,-1,-1,-1,13,-1
2319,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2320,7.0,False,False,False,True,False,False,-1,-1,-1,10,-1
2321,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2322,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2323,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
2324,6.0,False,True,False,False,False,False,-1,12,-1,-1,-1
2325,5.0,False,False,True,False,False,False,-1,-1,13,-1,-1
2326,0.0,,,,,,True,-1,-1,-1,-1,-1
2327,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2328,3.0,False,False,True,True,False,False,-1,-1,10,11,-1
2329,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
2330,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
2331,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
2332,3.0,False,True,True,False,False,False,-1,11,12,-1,-1
